6, 10 || 1, 1, 1, 1, 2, 3, 7, 9 || 0.2914819203741311, 0.29137315567956296, 0.00010876469456816418
9, 1 || 1, 1, 1, 1, 2, 3, 7, 10 || 0.13054225449329276, 0.1304517164691371, 9.053802415565082e-05
10, 3 || 1, 1, 1, 1, 2, 3, 7, 10 || 0.5614727794428702, 0.5612843757130916, 0.00018840372977857456
5, 9 || 1, 1, 1, 1, 2, 3, 8, 9 || 0.3121516920850548, 0.31214621654651287, 5.4755385419102964e-06
6, 8 || 1, 1, 1, 1, 2, 3, 8, 9 || 0.47597381002771977, 0.4759700716598975, 3.738367822248012e-06
6, 9 || 1, 1, 1, 1, 2, 3, 8, 9 || 0.3894771131117182, 0.3894414367722767, 3.5676339441459426e-05
6, 10 || 1, 1, 1, 1, 2, 3, 8, 9 || 0.2908653991732482, 0.2908553987106332, 1.0000462615011863e-05
5, 10 || 1, 1, 1, 1, 2, 3, 8, 10 || 0.24223650646321318, 0.242127741768645, 0.00010876469456819193
4, 9 || 1, 1, 1, 1, 2, 3, 9, 10 || 0.24388804579153894, 0.24388257025299706, 5.475538541882541e-06
5, 8 || 1, 1, 1, 1, 2, 3, 9, 10 || 0.4028040763660295, 0.40280033799820725, 3.738367822248012e-06
5, 9 || 1, 1, 1, 1, 2, 3, 9, 10 || 0.3147466999778, 0.3147110236383586, 3.5676339441403915e-05
5, 10 || 1, 1, 1, 1, 2, 3, 9, 10 || 0.24161998526233028, 0.2416099847997153, 1.0000462614984107e-05
9, 1 || 1, 1, 1, 1, 2, 4, 4, 10 || 0.10713113852979249, 0.1071132366162252, 1.7901913567291983e-05
10, 10 || 1, 1, 1, 1, 2, 4, 4, 10 || 0.6315931177954354, 0.6315826217249356, 1.049607049974366e-05
10, 3 || 1, 1, 1, 1, 2, 4, 5, 8 || 0.5595724060981343, 0.5592043371425587, 0.0003680689555756178
10, 4 || 1, 1, 1, 1, 2, 4, 5, 8 || 0.5469610150087248, 0.5468953004338699, 6.571457485493593e-05
9, 1 || 1, 1, 1, 1, 2, 4, 5, 10 || 0.11236070715371681, 0.11226497992041218, 9.57272333046294e-05
10, 2 || 1, 1, 1, 1, 2, 4, 5, 10 || 0.5824569328622198, 0.5824471767477779, 9.756114441872299e-06
9, 3 || 1, 1, 1, 1, 2, 4, 6, 9 || 0.20104605272292064, 0.20067798376734508, 0.0003680689555755623
9, 4 || 1, 1, 1, 1, 2, 4, 6, 9 || 0.19746565213804126, 0.19739993756318636, 6.571457485490817e-05
7, 3 || 1, 1, 1, 1, 2, 4, 7, 8 || 0.11982470274741748, 0.11957870224227711, 0.0002460005051403702
7, 4 || 1, 1, 1, 1, 2, 4, 7, 8 || 0.1170410033597746, 0.11700397753690088, 3.702582287372358e-05
7, 5 || 1, 1, 1, 1, 2, 4, 7, 8 || 0.11504469181181046, 0.11503878597570077, 5.905836109681983e-06
8, 4 || 1, 1, 1, 1, 2, 4, 7, 8 || 0.17592516740776318, 0.1759172847221323, 7.882685630872244e-06
8, 5 || 1, 1, 1, 1, 2, 4, 7, 8 || 0.1692377178070749, 0.1692298984741432, 7.819332931702228e-06
8, 5 || 1, 1, 1, 1, 2, 4, 7, 9 || 0.18129601868793044, 0.18115422304550702, 0.00014179564242342013
8, 5 || 1, 1, 1, 1, 2, 4, 7, 10 || 0.14851664525928707, 0.14848664748174603, 2.9997777541035386e-05
10, 6 || 1, 1, 1, 1, 2, 4, 7, 10 || 0.5212667441785385, 0.5212323245609615, 3.44196175769973e-05
7, 3 || 1, 1, 1, 1, 2, 4, 8, 8 || 0.12154313118146713, 0.12042939947448558, 0.0011137317069815494
7, 4 || 1, 1, 1, 1, 2, 4, 8, 8 || 0.11821406624667755, 0.11743756577643558, 0.0007765004702419698
7, 5 || 1, 1, 1, 1, 2, 4, 8, 8 || 0.11589238851163139, 0.1150524668902727, 0.0008399216213586941
7, 6 || 1, 1, 1, 1, 2, 4, 8, 8 || 0.11329338314810794, 0.11309226656287372, 0.00020111658523422338
5, 10 || 1, 1, 1, 1, 2, 4, 8, 9 || 0.3121308325059792, 0.3121141815561631, 1.6650949816121585e-05
6, 2 || 1, 1, 1, 1, 2, 4, 8, 9 || 0.315392104353942, 0.3153616133054985, 3.049104844349282e-05
7, 3 || 1, 1, 1, 1, 2, 4, 8, 9 || 0.14552925613163317, 0.14548001257050125, 4.9243561131923075e-05
7, 4 || 1, 1, 1, 1, 2, 4, 8, 9 || 0.1386877186734701, 0.13857424504245544, 0.00011347363101466001
7, 5 || 1, 1, 1, 1, 2, 4, 8, 9 || 0.13359822614844197, 0.1334383263898859, 0.0001598997585560702
10, 2 || 1, 1, 1, 1, 2, 4, 8, 10 || 0.5623956282557733, 0.5619217623854926, 0.0004738658702806431
10, 3 || 1, 1, 1, 1, 2, 4, 8, 10 || 0.5559392590141023, 0.5555128098133346, 0.0004264492007677312
10, 4 || 1, 1, 1, 1, 2, 4, 8, 10 || 0.5479715086767671, 0.5479715071528073, 1.523959847204992e-09
9, 1 || 1, 1, 1, 1, 2, 4, 9, 9 || 0.10952671869518438, 0.10946409514047711, 6.2623554707264e-05
4, 10 || 1, 1, 1, 1, 2, 4, 9, 10 || 0.23504025483841123, 0.23502360388859508, 1.665094981614934e-05
5, 2 || 1, 1, 1, 1, 2, 4, 9, 10 || 0.3007135429866077, 0.30068305193816425, 3.0491048443437307e-05
